,amount,v1,v2,v3,v4,v5,v6,v7,time,class
8331,387.59,1.92,1.65,-2.96,-0.97,0.14,-1.27,-0.49,398,0
8332,393.33,-3.74,2.03,-0.96,-0.31,0.26,1.0,-0.67,317,0
8333,419.38,-1.48,-1.01,-1.66,-0.02,-0.45,-1.53,-0.82,90,0
8334,327.52,0.97,1.66,0.68,0.58,0.65,-2.32,1.88,493,0
8335,291.99,2.35,-1.87,-1.64,0.5,0.7,-0.67,0.98,316,0
8336,284.42,-1.38,1.26,-1.71,-0.29,0.71,-1.15,0.53,362,0
8337,318.27,0.76,-1.12,-0.37,0.74,-0.77,-0.16,0.18,51,0
8338,433.98,-0.43,1.17,1.92,1.54,-0.33,0.02,-0.48,360,0
8339,80.62,-2.0,1.03,-1.34,-0.07,0.99,0.14,1.27,168,0
8340,326.51,-2.75,-1.06,-2.06,-0.37,-0.63,-2.98,1.29,392,0
8341,240.28,2.67,0.91,2.39,-0.43,0.31,-2.24,-0.84,120,0
8342,83.49,-2.47,1.15,-2.08,1.94,0.52,-0.48,-0.36,330,0
8343,452.61,-4.84,1.16,-0.63,1.5,-0.75,-0.25,-0.92,201,0
8344,471.34,-4.6,-2.7,-2.17,1.2,0.84,-1.41,-0.81,16,0
8345,91.23,-3.55,1.49,-1.21,1.98,0.97,-2.95,1.38,181,0
8346,384.29,-1.27,-2.48,-0.77,1.06,-0.1,-1.65,-0.37,125,0
8347,182.61,-2.11,1.52,-1.1,-0.1,-0.07,-0.82,-0.56,140,0
8348,123.22,0.43,-2.83,0.15,-0.54,0.87,-0.12,-0.55,397,0
8349,150.84,1.7,1.2,-2.24,0.89,-0.85,-2.01,0.01,231,0
8350,435.41,-2.03,-2.72,2.14,1.82,-0.04,0.47,0.47,176,0
8351,41.48,2.56,0.48,-1.26,-0.18,-0.9,-1.54,-0.07,329,0
8352,287.95,-3.96,-0.38,2.7,-0.76,-0.27,-0.44,0.89,454,0
8353,74.42,0.52,0.27,0.3,0.56,0.25,0.42,-0.66,6,0
8354,49.84,2.88,-1.09,2.4,1.48,-0.99,0.36,0.94,434,0
8355,342.28,-0.84,0.46,2.03,0.53,-0.87,0.52,0.25,363,0
8356,505.58,1.3,-1.6,1.23,0.36,-0.48,-2.98,1.95,138,0
8357,306.25,0.67,-0.33,0.53,-0.92,-0.97,0.86,-0.99,115,0
8358,343.41,2.96,0.78,-2.32,0.09,0.08,-2.68,-0.73,475,0
8359,365.78,0.26,2.79,1.33,0.67,0.47,-2.04,1.97,99,0
8360,445.03,-1.07,1.42,-2.01,-0.94,0.11,-0.94,-0.17,221,0
8361,103.52,-2.73,-1.39,0.37,-0.64,-0.63,-1.78,-0.11,7,0
8362,45.8,2.61,1.39,-1.44,-0.52,0.77,-1.46,1.92,412,0
8363,420.44,2.61,1.64,0.68,1.28,0.67,0.9,-0.37,322,0
8364,139.0,-2.05,-1.18,1.6,0.86,-0.78,-0.27,0.65,213,0
8365,270.64,-2.61,0.04,-0.65,1.92,0.71,-1.82,-0.99,394,0
8366,445.18,0.36,-2.36,-1.17,0.62,0.64,1.0,2.0,466,0
8367,0.01,1.5,-0.79,0.41,1.27,0.47,-2.7,-0.54,193,0
8368,254.35,2.31,2.19,2.98,0.08,-0.04,0.01,-0.2,105,0
8369,400.23,-3.21,1.01,-0.81,1.85,-0.03,-1.11,1.9,306,0
8370,188.09,-0.05,-1.17,-0.1,0.05,-0.79,0.01,0.01,154,0
8371,210.25,-0.23,-0.94,0.52,-0.44,0.3,-2.78,-0.45,331,0
8372,28.61,-1.91,-2.5,-0.85,0.45,-0.41,-2.71,1.55,330,0
8373,181.61,2.39,-2.52,-0.72,0.03,0.55,-2.0,1.33,316,0
8374,372.61,-3.97,-0.58,2.2,0.32,-0.45,-1.17,0.29,3,0
8375,259.95,1.78,0.05,-1.04,0.1,0.69,0.41,-0.65,474,0
8376,179.48,-3.96,1.3,1.83,1.72,0.17,-0.02,1.25,140,0
8377,122.09,-0.9,-2.12,-2.22,0.41,0.05,0.25,-0.55,70,0
8378,335.92,-0.27,-1.94,-0.71,0.33,-0.54,-1.67,-0.61,495,0
8379,65.63,-3.42,-1.29,1.29,-0.25,0.55,0.12,1.33,381,0
8380,186.43,-1.17,-1.68,0.51,0.51,-0.77,0.72,1.55,103,0
8381,500.01,-3.28,1.46,-2.47,1.62,-0.0,-0.87,0.27,220,0
8382,118.15,2.17,1.71,-0.1,0.31,-0.18,0.55,0.64,80,0
8383,78.54,-2.01,-2.72,-1.88,-0.36,-0.68,-1.91,-0.48,177,0
8384,154.06,2.78,2.54,2.61,0.05,0.62,-2.48,0.12,305,0
8385,398.06,-1.36,0.64,0.55,0.62,-0.32,0.24,-0.3,12,0
8386,184.43,-4.91,0.73,-1.26,0.33,0.89,-1.92,0.23,113,0
8387,446.8,-2.35,0.65,-2.68,0.92,0.52,-1.79,1.45,102,0
8388,42.63,-2.81,1.93,-2.67,0.35,0.71,-0.64,-0.45,402,0
8389,353.82,-4.28,-0.94,1.13,1.31,-0.48,0.61,1.21,361,0
8390,491.5,-1.4,-0.84,-2.82,0.82,0.74,-0.99,-0.2,380,0
8391,205.83,-3.88,-2.91,-1.58,-0.7,0.62,-1.66,1.42,423,0
8392,166.31,-0.03,-0.77,-2.63,-0.53,0.81,-1.38,-0.43,467,0
8393,464.16,2.58,2.87,-2.76,1.21,-0.64,-0.08,0.0,426,0
8394,327.03,0.8,-0.63,0.26,-0.6,-0.4,-0.08,0.69,126,0
8395,249.42,0.3,0.07,0.66,1.97,0.02,0.99,-0.5,23,0
8396,38.6,2.67,0.6,-1.13,1.15,-0.59,-1.87,1.65,30,0
8397,49.55,1.09,-0.22,-1.13,-0.53,0.75,-0.11,0.96,92,0
8398,400.93,1.29,-1.67,2.25,0.39,0.22,-1.94,-0.31,140,0
8399,471.59,-1.1,2.66,0.24,-0.41,0.54,-1.7,-0.81,255,0
8400,37.0,-0.04,1.45,-2.59,1.39,-0.32,-2.27,1.14,345,0
8401,288.05,-3.24,-0.23,-1.08,1.2,0.53,-2.81,-0.92,231,0
8402,76.58,2.02,1.9,1.56,-0.42,-0.13,-1.47,0.19,288,0
8403,104.15,-4.33,0.74,1.62,0.93,-0.82,-0.0,-0.7,258,0
8404,242.52,-4.11,2.39,0.3,0.82,-0.64,-2.99,0.05,194,0
8405,221.54,0.48,-0.55,-1.75,-0.11,0.67,-1.72,1.3,314,0
8406,448.79,-0.1,-1.83,0.52,0.89,-0.58,-1.84,-0.46,200,0
8407,26.64,-0.15,1.03,2.54,1.03,0.07,-1.24,1.8,287,0
8408,2.16,-2.86,0.04,-1.26,-0.93,0.51,0.44,1.16,474,0
8409,153.37,-0.94,2.05,-0.71,1.9,-0.03,0.29,1.5,34,0
8410,273.73,-1.73,-0.23,0.26,0.42,-0.23,-2.1,-0.37,20,0
8411,505.74,-4.03,0.43,0.67,0.11,0.02,-2.49,1.68,139,0
8412,426.43,2.73,1.18,-1.28,-0.34,-0.82,-1.14,0.29,166,0
8413,300.86,-4.26,0.72,-2.84,-0.66,-0.07,-1.16,-0.03,484,0
8414,369.55,-3.94,-0.15,2.47,0.47,-0.67,0.53,-0.79,416,0
8415,415.36,-4.28,0.06,0.83,-0.89,-0.69,-2.96,0.17,356,0
8416,163.29,0.94,-0.88,2.02,0.46,0.66,-1.24,-0.34,456,0
8417,324.44,-4.45,1.88,2.42,1.26,-0.96,0.62,0.14,252,0
8418,258.68,-4.06,-0.35,1.33,-0.88,0.58,-0.34,0.31,406,0
8419,412.43,-0.28,-2.01,-2.52,1.21,0.98,-2.99,1.05,323,0
8420,142.46,0.84,-0.69,-1.09,-0.38,-0.34,0.89,1.28,314,0
8421,404.18,-1.97,1.07,2.09,-0.2,0.75,-1.21,1.76,277,0
8422,268.67,-2.91,1.64,0.32,-0.36,0.18,-0.05,0.27,476,0
8423,2.51,2.11,1.94,-0.3,1.32,0.11,0.2,0.4,81,0
8424,197.22,-3.0,-0.84,-2.12,-0.84,-0.8,-0.04,-0.91,473,0
8425,469.08,-0.7,1.39,2.42,-0.24,-0.87,0.73,1.91,40,0
8426,502.82,2.76,0.83,2.4,1.66,0.84,-0.13,-0.38,367,0
8427,100.69,1.46,1.3,1.93,-0.46,0.59,-1.27,-0.28,364,0
8428,203.43,-4.67,2.63,-0.2,-0.76,-0.51,0.97,-0.66,84,0
8429,91.51,1.69,-1.81,-2.27,0.43,0.83,-2.02,1.13,36,0
8430,275.09,-4.66,2.62,-0.35,-0.79,0.42,-1.78,-0.36,383,0
8431,104.75,1.47,1.88,-0.2,1.86,0.3,0.62,0.09,19,0
8432,132.97,-2.29,-2.43,-2.91,-0.22,-0.48,0.68,-0.24,486,0
8433,120.58,2.11,0.59,0.09,1.79,-0.55,0.59,1.32,110,0
8434,92.87,0.71,1.6,-0.79,0.98,0.94,0.45,1.39,484,0
8435,300.68,1.96,-2.3,-0.63,0.22,-0.43,-0.22,0.22,475,0
8436,253.88,-2.18,-2.2,-0.18,-0.73,0.31,0.92,1.58,432,0
8437,269.3,2.12,0.88,-1.66,-0.28,0.16,-2.69,-0.46,85,0
8438,498.39,1.31,2.88,1.33,1.29,0.17,0.65,0.55,353,0
8439,17.51,1.57,2.12,0.64,-0.41,-0.1,-2.08,1.55,412,0
8440,252.14,-1.01,0.45,-1.31,-0.46,-0.82,-1.19,-0.53,483,0
8441,8.25,-0.1,0.21,1.77,1.14,0.71,-2.04,-0.29,309,0
8442,498.33,2.23,-2.39,-0.15,1.1,0.37,-1.6,-0.39,173,0
8443,84.94,0.18,-0.0,-2.47,-0.97,0.03,-2.42,1.76,424,0
8444,106.99,-4.92,-0.31,2.11,0.6,0.36,0.11,-0.31,177,0
8445,149.2,-3.17,0.98,2.86,1.67,0.6,-2.11,1.42,351,0
8446,191.41,-0.13,-0.6,0.35,1.74,0.46,-0.12,1.95,429,0
8447,210.32,-4.33,-0.26,2.38,-0.63,0.38,-2.11,1.1,232,0
8448,253.78,2.73,0.3,-2.35,1.42,0.47,-2.82,-0.04,205,0
8449,419.99,0.07,-1.89,2.98,1.78,-0.27,-2.01,0.83,54,0
8450,255.63,-3.51,-0.7,-1.6,0.19,-1.0,-1.18,1.27,283,0
8451,504.49,-3.67,-0.72,0.64,-0.8,0.35,-0.81,0.19,12,0
8452,129.87,-2.22,0.32,-2.92,-0.75,-0.37,0.56,-0.06,181,0
8453,468.06,0.56,-0.58,2.37,0.96,0.35,-0.78,1.91,335,0
8454,146.75,-3.35,0.71,0.81,-0.92,-0.13,-2.64,0.78,139,0
8455,497.26,-4.79,2.83,2.39,0.96,0.53,-0.32,-1.0,473,0
8456,77.5,0.35,-2.26,-1.71,0.07,-0.01,-2.7,1.58,159,0
8457,8.99,-1.03,2.72,0.21,0.66,0.24,-1.86,1.64,196,0
8458,235.49,-4.31,2.67,-1.66,0.55,0.5,-0.91,0.96,140,0
8459,53.5,0.88,-0.36,-0.33,-0.86,-0.36,-2.38,1.68,447,0
8460,377.85,2.74,2.15,0.92,1.31,-0.09,0.96,1.57,111,0
8461,196.06,1.08,-1.07,-2.45,1.29,-0.83,-1.2,0.82,386,0
8462,138.08,2.09,1.79,0.17,0.71,-0.65,-2.1,0.92,350,0
8463,299.81,-0.48,-1.72,-0.52,1.16,0.65,0.34,1.26,108,0
8464,203.67,2.51,0.78,1.98,0.59,-0.27,0.02,0.08,274,0
8465,304.28,-2.19,0.06,-1.04,0.04,0.68,-1.33,0.02,194,0
8466,239.24,-0.98,-0.78,-1.41,-0.92,0.24,-1.21,1.57,137,0
8467,47.38,-3.99,0.26,1.46,-0.01,-0.17,-0.48,-0.58,383,0
8468,426.74,-0.46,-2.39,2.69,-0.19,-0.64,-2.09,1.41,196,0
8469,509.85,-4.32,-2.54,1.89,1.84,0.24,-2.31,0.94,344,0
8470,172.66,-3.97,2.1,2.57,-0.51,0.71,-1.5,-0.45,85,0
8471,221.04,-1.4,1.2,-1.41,0.19,0.33,-1.88,0.58,338,0
8472,373.63,-4.12,-0.72,-1.73,0.92,-0.19,-1.75,-0.26,366,0
8473,101.58,2.6,-1.6,2.89,1.6,-0.4,-2.51,-0.37,175,0
8474,69.38,2.94,-0.41,0.49,0.13,0.76,-1.25,1.75,486,0
8475,298.42,-4.25,2.84,0.89,-0.85,0.01,-2.81,-0.76,303,0
8476,98.5,-3.38,2.26,0.96,1.57,-0.16,-1.5,0.71,373,0
8477,447.88,0.8,0.1,-0.03,-0.74,0.61,-1.73,-0.74,372,0
8478,246.62,-4.4,-2.15,-1.14,-0.58,0.64,-0.13,-0.72,365,0
8479,501.5,-3.59,0.09,2.33,0.02,0.02,-2.13,0.02,65,0
8480,477.92,-4.21,0.59,2.89,0.52,-0.64,-2.56,0.74,361,0
8481,466.47,-2.85,1.52,0.27,0.71,0.01,-0.72,1.88,47,0
8482,410.77,0.4,-2.36,-1.95,1.16,-0.77,-2.76,-0.59,69,0
8483,255.84,-4.04,-0.54,-0.41,0.33,-0.59,-0.24,1.75,385,0
8484,37.82,-2.53,1.39,0.86,1.79,0.66,0.83,0.56,296,0
8485,287.35,1.19,-2.03,1.41,0.24,0.97,-0.73,1.55,237,0
8486,355.67,2.53,-0.52,0.7,0.84,0.7,-2.67,1.66,489,0
8487,146.68,-1.98,-0.67,1.19,0.28,0.75,-0.32,1.23,370,0
8488,11.19,-4.64,0.19,-1.74,1.33,-0.0,0.32,0.41,107,0
8489,494.87,2.49,-2.94,-0.12,0.64,0.17,-1.84,1.1,311,0
8490,67.36,2.72,0.69,-0.69,1.67,0.11,-0.49,-0.22,216,0
8491,102.68,-0.76,2.35,0.24,0.45,-0.86,-1.13,0.96,232,0
8492,227.67,-2.34,0.13,-1.62,-0.44,-0.32,-0.06,0.38,41,0
8493,145.62,-0.92,0.39,-1.56,0.67,0.86,0.02,1.39,92,0
8494,290.1,1.87,2.49,-1.14,1.82,0.82,-1.69,-0.93,70,0
8495,0.0,-1.66,2.65,-0.6,-0.71,0.41,-1.45,1.8,307,0
8496,352.82,1.07,2.0,2.22,0.22,-0.09,0.05,1.34,404,0
8497,62.66,-1.54,0.36,1.76,1.86,0.82,-0.99,-0.35,403,0
8498,421.51,1.51,-1.31,-2.79,1.2,0.33,-1.98,0.21,126,0
8499,6.06,0.79,1.43,-2.13,1.36,0.77,-1.09,1.89,218,0
8500,92.44,2.59,2.69,1.43,1.23,-0.79,-2.01,1.99,362,0
8501,121.03,-1.39,-1.78,0.69,-0.9,-0.17,0.27,1.17,76,0
8502,417.76,2.13,-2.12,-1.89,0.13,-0.52,-2.06,-0.03,256,0
8503,77.13,-3.38,2.82,1.08,1.85,0.43,-2.68,1.4,206,0
8504,170.01,2.18,-1.73,1.85,0.4,0.76,-1.24,0.2,168,0
8505,60.16,-0.04,-0.38,-0.99,1.21,0.01,-1.33,0.48,470,0
8506,69.53,1.5,0.91,-2.02,-0.28,0.42,0.65,-0.95,328,0
8507,277.88,-0.39,2.94,-0.74,0.18,-0.56,0.83,0.89,320,0
8508,182.21,-1.75,-0.66,-1.6,0.13,-0.18,0.57,1.42,157,0
8509,252.36,-3.28,-0.57,2.85,-0.01,-0.92,0.26,0.0,70,0
8510,249.18,-3.76,1.34,-1.85,1.47,-0.36,-2.75,-0.05,240,0
8511,383.43,-2.91,2.81,-1.44,1.54,0.21,-0.07,0.35,276,0
8512,0.22,1.6,1.13,1.1,1.74,0.27,0.27,1.08,101,0
8513,223.14,1.39,1.17,-2.44,0.56,0.37,-1.56,0.34,282,0
8514,348.58,-0.45,-1.36,-1.93,1.61,-0.02,-2.32,0.12,315,0
8515,183.22,-1.56,-0.98,-1.84,-0.31,-0.27,-1.72,-0.89,361,0
8516,101.27,-2.08,0.43,2.24,0.1,-0.6,0.91,-0.67,221,0
8517,472.13,-4.37,0.9,-0.99,1.26,-0.7,-0.91,1.33,305,0
8518,245.71,-0.71,0.77,1.98,-0.37,-0.75,-1.59,0.4,301,0
8519,51.94,-0.44,1.37,0.01,1.14,0.78,0.12,-0.59,250,0
8520,493.31,-2.03,-2.89,-0.57,-0.52,0.35,-1.77,-0.99,173,0
8521,196.93,-2.75,-0.94,-1.84,0.63,-0.79,0.49,-0.89,137,0
8522,257.01,1.41,-0.8,-1.75,1.22,0.05,-1.61,-0.69,49,0
8523,392.26,1.53,-2.46,1.55,1.2,0.71,-0.57,0.37,421,0
8524,164.36,0.07,0.83,-2.21,0.47,0.51,-0.22,0.51,196,0
8525,481.92,0.51,-2.89,-1.34,1.45,0.42,-1.92,1.03,328,0
8526,27.87,1.2,-1.63,2.44,0.67,-0.71,-0.33,0.12,499,0
8527,17.49,0.3,-2.91,-0.95,1.23,0.23,-2.84,-0.84,432,0
8528,507.86,-0.82,1.38,0.16,-0.21,-0.59,0.77,1.08,393,0
8529,173.5,-4.9,0.94,-0.37,1.79,0.36,-2.35,0.27,299,0
8530,497.28,-3.63,-0.47,0.73,1.42,-0.33,0.87,-0.2,207,0
8531,265.75,-4.01,-2.52,1.16,1.49,0.88,-2.37,-0.54,343,0
8532,66.01,-3.38,1.21,2.27,0.6,0.91,-0.09,-0.82,493,0
8533,224.41,1.45,0.82,0.73,1.8,-0.83,-2.56,0.94,183,0
8534,216.52,1.34,0.81,1.84,1.69,-0.39,-1.37,-0.97,401,0
8535,121.11,2.17,1.54,-0.51,1.27,0.3,-1.32,0.99,312,0
8536,26.88,2.29,2.09,-0.11,0.3,-0.25,-2.71,0.78,255,0
8537,28.89,2.75,2.15,-0.96,0.28,-0.77,-0.73,0.5,161,0
8538,117.02,2.9,-2.0,1.97,-0.19,-0.16,0.62,0.18,330,0
8539,138.13,-0.6,0.89,0.24,1.65,-0.9,-0.56,-0.31,468,0
8540,382.36,-3.52,1.22,1.61,1.6,-0.34,-1.76,1.25,420,0
8541,492.6,-2.76,-0.99,0.07,-0.43,-0.46,-2.03,0.65,177,0
8542,125.89,1.03,-2.1,1.89,0.44,-0.99,-1.93,-0.69,421,0
8543,510.86,1.61,-0.79,1.01,-0.86,-0.05,-2.94,1.04,136,0
8544,80.59,0.41,2.78,-0.76,0.51,0.96,-0.31,0.2,266,0
8545,269.74,0.79,-2.81,1.44,1.98,0.16,-2.39,0.27,217,0
8546,340.5,0.78,-1.77,-0.62,0.01,-0.5,-1.29,-0.4,149,0
8547,268.7,0.9,1.66,-0.28,0.66,0.25,-0.43,-0.95,45,0
8548,278.39,-1.47,0.54,-1.02,0.03,0.25,-2.96,1.17,325,0
8549,113.17,-2.2,0.55,0.83,-0.25,-0.62,-0.63,-0.11,29,0
8550,119.58,-3.95,-2.28,-2.51,0.31,0.7,-2.63,1.23,413,0
8551,391.37,2.95,1.37,2.6,-0.76,-0.08,-0.14,-0.39,139,0
8552,414.0,2.35,-2.92,0.68,1.71,-0.9,-0.73,-0.22,467,0
8553,350.19,-0.02,-1.07,-0.95,1.82,0.74,0.59,0.02,407,0
8554,468.88,-3.44,1.1,2.82,-0.2,0.08,-0.96,-0.37,81,0
8555,479.7,-1.48,-2.64,-0.17,0.94,0.09,-1.67,-0.68,152,0
8556,405.45,-2.44,-0.19,-2.98,0.75,-0.25,-1.54,0.47,309,0
8557,287.99,0.14,-0.84,1.84,0.67,-0.39,-1.96,0.92,23,0
8558,461.58,0.91,1.67,-0.22,0.31,0.56,0.55,1.43,74,0
8559,25.8,1.44,-2.92,0.69,-0.74,-0.02,-1.73,0.19,200,0
8560,469.86,2.86,-0.77,0.78,1.54,-0.6,-1.89,0.36,354,0
8561,9.25,1.41,0.9,-0.64,1.72,-0.79,-0.24,0.03,22,0
8562,30.9,-3.39,0.1,-0.36,0.61,-0.64,-0.49,-0.86,209,0
8563,257.91,-4.83,-0.52,0.91,0.5,0.78,-2.2,0.85,93,0
8564,168.66,-1.47,2.69,2.69,-0.67,-0.22,-0.25,-0.74,258,0
8565,341.87,-3.02,0.31,2.44,-0.17,-0.57,-2.28,-0.53,151,0
8566,151.22,2.41,-1.93,-0.08,-0.3,-0.64,-2.89,1.72,460,0
8567,491.96,-1.28,-0.22,2.66,0.94,0.84,-0.34,1.68,186,0
8568,166.95,0.91,2.07,1.16,0.36,-0.05,-1.55,-0.61,243,0
8569,4.79,-0.43,-2.25,2.36,-0.44,-0.19,0.88,-0.7,159,0
8570,7.4,-1.09,-1.93,2.22,0.29,0.57,-1.84,1.32,159,0
8571,130.86,2.46,-0.31,-0.36,-0.71,0.07,-2.98,1.68,292,0
8572,128.54,-2.36,2.05,1.64,1.23,0.95,-1.89,0.48,168,0
8573,329.57,-3.66,0.17,2.97,0.69,0.8,-1.9,-0.35,156,0
8574,80.66,-2.1,0.2,1.16,1.58,0.36,0.4,0.81,158,0
8575,230.57,-0.22,-2.65,-1.88,0.03,0.02,0.5,-0.94,480,0
8576,306.02,-2.67,-0.41,-1.88,1.69,-0.26,0.44,-0.91,113,0
8577,28.65,-0.93,1.46,2.97,1.61,0.77,-1.81,-0.38,61,0
8578,27.69,1.64,0.78,1.44,-0.49,-0.74,-2.88,1.58,73,0
8579,210.28,0.81,-1.43,-0.8,0.73,0.04,-1.86,1.12,448,0
8580,389.85,0.34,1.68,1.72,-0.9,0.34,0.39,-0.65,205,0
8581,143.33,-2.5,-1.11,0.53,-0.33,0.34,-1.04,-0.39,346,0
8582,487.32,-4.84,2.36,-1.3,1.77,-0.7,-0.71,1.8,448,0
8583,81.62,0.41,-1.7,0.78,0.46,-0.91,-1.38,1.8,350,0
8584,213.51,-4.22,0.34,-1.15,0.01,0.41,-0.75,1.24,90,0
8585,120.62,-4.07,-0.63,-0.13,-0.05,-0.89,-1.36,1.95,1,0
8586,383.35,1.78,-0.1,-0.44,0.23,0.54,-0.39,-0.4,454,0
8587,401.14,-3.27,-0.16,-1.85,0.8,-0.73,-0.78,-0.38,217,0
8588,239.79,-4.73,0.04,-1.16,1.39,-0.02,-0.13,0.35,402,0
8589,439.18,-2.29,-0.27,1.09,1.62,0.92,-1.7,0.94,212,0
8590,59.2,-0.61,-0.56,2.85,0.05,-0.04,0.71,0.52,53,0
8591,36.8,-1.75,-2.21,-1.18,1.94,0.37,-1.04,-0.28,345,0
8592,475.83,1.11,2.17,0.54,1.8,-0.12,-2.58,1.36,367,0
8593,438.41,-0.79,-0.91,0.26,-0.38,-0.88,-1.15,1.02,97,0
8594,365.92,-1.26,1.09,1.13,1.72,-0.63,-1.21,1.58,187,0
8595,286.33,-0.34,0.77,-0.87,0.2,0.14,-0.49,1.7,305,0
8596,492.32,0.74,0.31,-2.7,1.19,-0.02,0.65,1.33,246,0
8597,268.97,-0.02,1.37,-0.98,0.56,-0.06,-2.45,1.02,238,0
8598,339.28,-3.09,-1.78,-2.62,0.6,0.83,0.17,0.42,348,0
8599,385.3,-2.74,-0.09,-0.48,1.02,-0.11,-1.66,0.04,417,0
8600,436.39,1.4,-0.07,-0.03,-0.66,-0.33,-0.69,1.21,82,0
8601,261.53,-2.55,-1.92,-1.13,1.3,-0.7,0.02,0.03,20,0
8602,435.29,-1.19,1.36,0.67,0.2,0.67,-2.78,-0.03,468,0
8603,135.54,-4.79,-2.48,-1.13,0.45,0.23,-0.15,0.91,62,0
8604,405.89,2.45,2.05,-0.31,0.42,0.48,-2.3,1.42,114,0
8605,48.69,1.93,-0.52,2.51,-0.55,0.89,-0.0,1.63,228,0
8606,251.98,-0.63,1.5,0.81,0.55,-0.16,-0.85,0.51,283,0
8607,374.92,-0.57,-1.85,2.1,-0.37,-0.32,0.33,-0.13,209,0
8608,361.26,-0.45,-2.14,1.53,-0.55,0.3,0.08,1.37,76,0
8609,182.05,-2.99,-2.56,1.63,1.78,-0.83,-0.14,-0.26,374,0
8610,273.66,-2.8,-2.8,-2.95,1.78,-0.48,-2.71,-0.23,11,0
8611,493.51,2.93,0.55,-0.11,-0.05,0.37,-1.55,1.24,229,0
8612,111.38,-4.41,-0.53,-2.99,0.4,0.16,-0.87,0.23,206,0
8613,25.37,-4.11,-2.3,-2.1,-0.62,-0.1,-0.57,-0.02,211,0
8614,377.73,-2.12,0.82,2.9,-0.58,-0.03,-0.65,1.07,354,0
8615,368.96,1.78,-1.01,0.97,-0.25,0.17,-0.63,0.5,187,0
8616,470.27,-3.93,-1.93,1.9,0.06,-0.38,0.53,0.43,277,0
8617,243.19,0.15,-1.65,-0.36,-0.37,0.01,-0.3,1.22,171,0
8618,135.09,1.76,-2.71,-2.01,0.84,0.76,-2.84,0.87,218,0
8619,471.5,-2.23,-0.26,2.45,1.54,-0.01,-2.01,-0.65,52,0
8620,58.9,-4.24,-1.69,2.1,0.66,-0.46,0.26,1.12,372,0
8621,495.78,2.07,-0.38,0.51,-0.51,0.51,-2.67,-0.31,115,0
8622,236.8,-2.81,2.36,2.9,-0.29,-0.6,0.07,-0.8,252,0
8623,96.86,0.84,-2.04,1.37,-0.22,-0.51,-0.03,1.97,133,0
8624,430.36,-2.2,-2.73,-0.57,-0.36,0.48,0.27,-0.19,331,0
8625,363.67,-4.3,-1.96,1.25,1.43,0.34,0.41,-0.5,493,0
8626,212.01,-1.62,1.09,0.38,0.35,-0.76,-2.11,-0.04,149,0
8627,296.63,1.49,-0.89,1.19,-0.61,0.01,0.47,0.35,283,0
8628,168.62,-2.51,-2.6,2.63,0.4,0.86,-2.07,1.55,102,0
8629,430.33,2.61,0.77,-1.44,1.84,-0.33,-0.35,0.11,212,0
8630,512.92,-3.31,0.92,-2.09,1.51,0.83,0.34,-0.84,466,0
8631,264.85,-1.38,-1.86,-0.72,0.17,0.9,-2.71,0.76,222,0
8632,391.79,-0.56,2.82,1.79,0.09,0.88,-3.0,-0.36,484,0
8633,468.5,-4.46,-2.89,-0.48,0.44,-0.52,-2.9,-0.26,194,0
8634,475.98,-2.48,1.85,0.77,0.17,0.04,-0.73,-0.13,227,0
8635,90.16,-3.28,0.42,-1.77,-0.22,0.01,-1.82,0.02,115,0
8636,74.15,-3.33,1.34,-1.14,-0.23,0.45,-2.78,-0.72,282,0
8637,375.57,-3.45,-1.84,-0.56,0.55,-0.04,-0.32,1.04,115,0
8638,283.45,-4.46,-1.35,1.21,0.73,-0.17,-0.4,0.97,241,0
8639,115.73,2.93,2.58,0.79,1.22,-0.32,-2.8,1.72,270,0
8640,461.3,-1.49,1.5,1.89,0.77,0.99,-2.3,-0.26,212,0
8641,19.66,-3.24,0.03,-1.83,0.62,-0.58,-2.24,-0.72,498,0
8642,236.06,1.5,-0.99,0.79,-0.49,0.76,-0.85,1.5,99,0
8643,119.49,1.44,-1.78,1.31,0.34,-0.45,-0.66,0.56,405,0
8644,336.21,0.29,2.82,0.48,1.7,0.51,-2.0,-1.0,237,0
8645,103.39,-3.53,0.83,-1.6,-0.73,-0.5,-1.84,0.64,105,0
8646,170.49,-1.35,-1.96,1.25,-0.7,0.36,0.13,-0.72,455,0
8647,245.44,-1.72,-0.4,0.06,0.28,-0.12,-0.32,-0.62,391,0
8648,119.93,-3.51,-1.9,-2.8,1.04,0.48,-0.87,-0.51,49,0
8649,411.6,0.79,-2.95,2.73,1.79,-0.81,-2.97,1.66,488,0
8650,47.35,0.73,-2.38,-1.64,1.24,0.25,0.76,1.77,292,0
8651,384.14,-2.97,1.29,-1.58,0.99,0.14,-1.24,-0.1,165,0
8652,287.02,-0.21,-0.68,0.6,0.84,0.64,-1.75,1.92,292,0
8653,396.59,-3.26,0.64,-2.97,1.67,0.6,-1.01,0.37,324,0
8654,510.91,-2.6,-1.64,-0.8,0.47,-0.98,0.14,1.13,391,0
8655,402.7,-1.72,-0.98,1.55,1.02,-0.54,-1.09,1.5,470,0
8656,102.03,-1.94,-0.26,2.39,-0.7,0.56,-1.11,0.85,6,0
8657,43.93,0.85,-0.89,2.83,0.8,-0.8,-2.14,-0.95,453,0
8658,264.95,0.28,1.6,-0.02,1.57,-0.9,0.95,0.06,374,0
